,upstrm [Ambient],,,dwnstrm [Ambient],Time Elapsed,AI 2: Upstream CO2 (%),AI 10: Downstream CO2 (%)
,,,,,16399.99136,-0.008778434,0.024361247
,,,,,16400.47939,-0.007204277,0.018452404
,,,,,16400.98858,-0.014373965,0.019174834
,,,,,16401.48287,-0.011048599,0.016487939
,,,,,16401.98626,-0.011401339,0.020065031
,,,,,16402.48358,-0.00580392,0.017561963
,,,,,16402.98703,-0.014199883,0.017024113
,,,,,16403.48834,-0.007902016,0.015593039
,,,,,16403.97855,-0.010877042,0.019167698
,,,,,16404.48899,-0.006853954,0.015052934
,,,,,16404.97771,-0.014548627,0.016129575
,,,,,16405.48509,-0.009474936,0.014877325
,,,,,16405.9891,-0.011749738,0.017200556
,,,,,16406.47729,-0.005281357,0.014695776
,,,,,16406.97868,-0.013850106,0.014336524
,,,,,16407.48898,-0.009474195,0.013982306
,,,,,16407.9882,-0.015772025,0.016489128
,,,,,16408.48454,-0.009651729,0.012909466
,,,,,16408.9762,-0.014721846,0.015058003
,,,,,16409.48457,-0.007551934,0.013446658
,,,,,16409.98269,-0.010523744,0.017204679
,,,,,16410.48215,-0.009652856,0.011474437
,,,,,16410.97841,-0.015246842,0.015054036
,,,,,16411.48179,-0.008078905,0.012731221
,,,,,16411.97827,-0.014199806,0.015053549
,,,,,16412.48941,-0.011572672,0.012552416
,,,,,16412.97867,-0.016119494,0.014876971
,,,,,16413.48692,-0.008603527,0.013624227
,,,,,16413.98117,-0.012273821,0.017739712
,,,,,16414.48757,-0.009824885,0.015235806
,,,,,16414.97792,-0.014549623,0.013443772
,,,,,16415.48923,-0.007553727,0.014337915
,,,,,16415.98655,-0.013327235,0.017025775
,,,,,16416.483,-0.010348781,0.01326721
,,,,,16416.97632,-0.014544431,0.019529429
,,,,,16417.48264,-0.008776975,0.014161199
,,,,,16417.97967,-0.013499942,0.018995099
,,,,,16418.48881,-0.010176576,0.015768746
,,,,,16418.97714,-0.013148228,0.020422603
,,,,,16419.47846,-0.011226186,0.018274271
,,,,,16419.97949,-0.014721382,0.018811277
,,,,,16420.48268,-0.009652988,0.01684392
,,,,,16420.97779,-0.017165695,0.017921842
,,,,,16421.48403,-0.01070009,0.018813871
,,,,,16421.98348,-0.012622865,0.020242885
,,,,,16422.48267,-0.009826545,0.021136893
,,,,,16422.98415,-0.012451117,0.022927642
,,,,,16423.48551,-0.011048797,0.021856378
,,,,,16423.98887,-0.014022012,0.018098857
,,,,,16424.49029,-0.010527066,0.021855232
,,,,,16424.98441,-0.015767544,0.018992651
,,,,,16425.47768,-0.010700136,0.019173147
,,,,,16425.98276,-0.015068109,0.019709193
,,,,,16426.48299,-0.011396347,0.022036615
,,,,,16426.98723,-0.015073283,0.021676221
,,,,,16427.49047,-0.011572005,0.022928481
,,,,,16427.98669,-0.014544652,0.023109441
,,,,,16428.48611,-0.010698137,0.022572782
,,,,,16428.9795,-0.011922908,0.018455075
,,,,,16429.48572,-0.011049782,0.022575403
,,,,,16429.97879,-0.011226833,0.018456152
,,,,,16430.48802,-0.012446809,0.020962128
,,,,,16430.97814,-0.011226064,0.018099836
,,,,,16431.47753,-0.012096429,0.020782598
,,,,,16431.97684,-0.014894823,0.017383886
,,,,,16432.48408,-0.011750785,0.019527182
,,,,,16432.98741,-0.010177737,0.016305936
,,,,,16433.48668,-0.011747881,0.020605972
,,,,,16433.98391,-0.008253876,0.016485981
,,,,,16434.48337,-0.008078638,0.020240094
,,,,,16434.97852,-0.007554589,0.014875014
,,,,,16435.48278,-0.009650854,0.017204187
,,,,,16435.97717,-0.007203733,0.011834972
,,,,,16436.4865,-0.010699724,0.017561163
,,,,,16436.97757,-0.009476666,0.012370057
,,,,,16437.47896,-0.011926412,0.015054611
,,,,,16437.98199,-0.00842854,0.008432628
,,,,,16438.47737,-0.008603504,0.016130139
,,,,,16438.98968,-0.007378682,0.009867058
,,,,,16439.487,-0.009300524,0.012371986
,,,,,16439.97726,-0.004755172,0.008076477
,,,,,16440.48344,-0.00895219,0.012014982
,,,,,16440.98662,-0.005280554,0.005570712
,,,,,16441.48597,-0.008951573,0.010581924
,,,,,16441.97712,-0.005105863,0.00521349
,,,,,16442.47849,-0.008429419,0.010758102
,,,,,16442.97862,-0.00405675,0.004855445
,,,,,16443.48788,-0.009476887,0.006645135
,,,,,16443.98922,-0.003182996,0.005749024
,,,,,16444.47762,-0.007030236,0.009328043
,,,,,16444.98392,-0.004056615,0.00539102
,,,,,16445.48331,-0.007903927,0.009506551
,,,,,16445.97768,-0.003881002,0.006286763
,,,,,16446.47712,-0.005280611,0.011296021
,,,,,16446.98744,-0.001084397,0.007538149
,,,,,16447.48267,-0.007730079,0.007358877
,,,,,16447.97687,-0.00178398,0.005211039
,,,,,16448.47718,-0.007376786,0.011657477
,,,,,16448.97882,-0.004930749,0.003423312
,,,,,16449.48817,-0.00965055,0.008969347
,,,,,16449.98257,-0.004056761,0.005749639
,,,,,16450.483,-0.006506081,0.011831722
,,,,,16450.9861,-0.003706422,0.00664541
,,,,,16451.48542,-0.006679846,0.010760224
,,,,,16451.98375,-0.003532707,0.008432695
,,,,,16452.48205,-0.00825297,0.013623916
,,,,,16452.97837,-0.004230898,0.009864772
,,,,,16453.48468,-0.007726249,0.013266992
,,,,,16453.98402,-0.004056265,0.009866106
,,,,,16454.48727,-0.007202496,0.015056175
,,,,,16454.97846,-0.007376381,0.010762243
,,,,,16455.48693,-0.010527587,0.014163136
,,,,,16455.98249,-0.004755074,0.012371382
,,,,,16456.48394,-0.01017536,0.016846465
,,,,,16456.97626,-0.006678423,0.013267639
,,,,,16457.48451,-0.009650272,0.016488918
,,,,,16457.98283,-0.00755433,0.013445953
,,,,,16458.48768,-0.010527284,0.017737605
,,,,,16458.98402,-0.009124208,0.013445204
,,,,,16459.48319,-0.011921075,0.01774084
,,,,,16459.97731,-0.009300256,0.012731477
,,,,,16460.48559,-0.010700445,0.017204633
,,,,,16460.984,-0.010876475,0.012908816
,,,,,16461.47753,-0.013496011,0.016845902
,,,,,16461.98086,-0.008953037,0.013088253
,,,,,16462.48312,-0.015944182,0.016845509
,,,,,16462.97827,-0.010874519,0.012192883
,,,,,16463.4845,-0.014897809,0.015411383
,,,,,16463.98769,-0.011751673,0.011654783
,,,,,16464.48191,-0.015245483,0.014341002
,,,,,16464.9833,-0.012446126,0.010402774
,,,,,16465.48255,-0.012275674,0.01523335
,,,,,16465.98081,-0.017342161,0.00986631
,,,,,16466.48915,-0.014373254,0.014878154
,,,,,16466.97739,-0.016121508,0.01291011
,,,,,16467.48701,-0.016294206,0.013803112
,,,,,16467.98131,-0.016473148,0.013981476
,,,,,16468.48462,-0.009828162,0.010222303
,,,,,16468.9889,-0.01664676,0.011474559
,,,,,16469.48725,-0.013322754,0.009863998
,,,,,16469.98755,-0.013846284,0.008970988
,,,,,16470.48299,-0.011751673,0.010045527
,,,,,16470.98438,-0.017172224,0.010042769
,,,,,16471.48479,-0.013144871,0.007896653
,,,,,16471.97814,-0.018041993,0.010760366
,,,,,16472.48047,-0.016122612,0.012372104
,,,,,16472.97988,-0.013675593,0.011295841
,,,,,16473.48234,-0.009999669,0.007717204
,,,,,16473.98181,-0.015246676,0.009504958
,,,,,16474.48213,-0.011400838,0.006106959
,,,,,16474.97735,-0.013320431,0.004854497
,,,,,16475.48973,-0.00999993,0.005749396
,,,,,16475.97802,-0.012100531,0.01022175
,,,,,16476.48139,-0.009476887,0.006465236
,,,,,16476.98174,-0.012798657,0.008253114
,,,,,16477.48209,-0.005980686,0.00628594
,,,,,16477.98758,-0.012621878,0.008969589
,,,,,16478.48789,-0.008252585,0.006643793
,,,,,16478.97716,-0.010173978,0.009508466
,,,,,16479.48821,-0.008778024,0.004674957
,,,,,16479.97976,-0.00737788,0.00968629
,,,,,16480.48316,-0.007029831,0.006286297
,,,,,16480.97858,-0.007554039,0.010401042
,,,,,16481.489,-0.007552307,0.006823302
,,,,,16481.97826,-0.009827853,0.012011033
,,,,,16482.48366,-0.005803466,0.007181278
,,,,,16482.98996,-0.008951476,0.01201339
,,,,,16483.48335,-0.00580596,0.006643346
,,,,,16483.97748,-0.010699945,0.013445789
,,,,,16484.48886,-0.007027911,0.00789788
,,,,,16484.9771,-0.010351907,0.01237152
,,,,,16485.48259,-0.006153443,0.010045362
,,,,,16485.98992,-0.008776699,0.015952479
,,,,,16486.48223,-0.007029705,0.009506112
,,,,,16486.98754,-0.009479359,0.014874936
,,,,,16487.48786,-0.004582026,0.011294739
,,,,,16487.98313,-0.00912694,0.013625794
,,,,,16488.47764,-0.003182341,0.012909151
,,,,,16488.98291,-0.008602901,0.015058171
,,,,,16489.48931,-0.004755942,0.012012396
,,,,,16489.97862,-0.008603822,0.017738564
,,,,,16490.48589,-0.005628808,0.012193407
,,,,,16490.98328,-0.007030545,0.015590484
,,,,,16491.48357,-0.005280981,0.011298806
,,,,,16491.97797,-0.00755465,0.01541367
,,,,,16492.48228,-0.005454441,0.01165715
,,,,,16492.97666,-0.008776289,0.014877301
,,,,,16493.49098,-0.005980374,0.010761593
,,,,,16493.98433,-0.008779579,0.015236485
,,,,,16494.48693,-0.005279358,0.011117458
,,,,,16494.97794,-0.009824292,0.014339526
,,,,,16495.4863,-0.003357825,0.011117506
,,,,,16495.98006,-0.010875907,0.013447136
,,,,,16496.48645,-0.006330737,0.011475429
,,,,,16496.98472,-0.008428032,0.015594601
,,,,,16497.48304,-0.003706472,0.011836152
,,,,,16497.98038,-0.01000074,0.014160793
,,,,,16498.48885,-0.006853117,0.010404528
,,,,,16498.97625,-0.009648589,0.014161521
,,,,,16499.49064,-0.00423102,0.009865572
,,,,,16499.97768,-0.012099933,0.01415752
,,,,,16500.47879,-0.007202535,0.011298219
,,,,,16500.97786,-0.009999985,0.013804231
,,,,,16501.48525,-0.011398162,0.010582597
,,,,,16501.97736,-0.010174608,0.012910301
,,,,,16502.48863,-0.013146207,0.00950834
,,,,,16502.97688,-0.010351581,0.013089065
,,,,,16503.47816,-0.0122749,0.008972334
,,,,,16503.98653,-0.010523772,0.012908624
,,,,,16504.48496,-0.014547964,0.008971482
,,,,,16504.97705,-0.012273754,0.012909432
,,,,,16505.48933,-0.012619971,0.009150741
,,,,,16505.98042,-0.014024572,0.013979816
,,,,,16506.48625,-0.019096137,0.008970589
,,,,,16506.9776,-0.014898505,0.012012237
,,,,,16507.48423,-0.017865454,0.00950957
,,,,,16507.98152,-0.018045982,0.014337451
,,,,,16508.48366,-0.018914074,0.010581766
,,,,,16508.98707,-0.015417622,0.014161754
,,,,,16509.47848,-0.01909092,0.011656347
,,,,,16509.98669,-0.015767064,0.014519701
,,,,,16510.48516,-0.017346543,0.012551418
,,,,,16510.97638,-0.015244812,0.016844491
,,,,,16511.48874,-0.018045414,0.013444677
,,,,,16511.97877,-0.016292329,0.017203567
,,,,,16512.47709,-0.018740585,0.017024736
,,,,,16512.98845,-0.01944222,0.015235742
,,,,,16513.48224,-0.020486762,0.016488944
,,,,,16513.98155,-0.014719279,0.016310423
,,,,,16514.48793,-0.018743773,0.01630457
,,,,,16514.9873,-0.015595098,0.015594642
,,,,,16515.47862,-0.01874084,0.019712327
,,,,,16515.98192,-0.016642555,0.019172079
,,,,,16516.48337,-0.021362922,0.018456073
,,,,,16516.97869,-0.014895641,0.019169406
,,,,,16517.49196,-0.019441925,0.020425667
,,,,,16517.97934,-0.015767347,0.017380477
,,,,,16518.47871,-0.019262726,0.019709987
,,,,,16518.98808,-0.012449784,0.017561424
,,,,,16519.4855,-0.019786022,0.016667879
,,,,,16519.97864,-0.016122656,0.01666506
,,,,,16520.48467,-0.019615842,0.020604137
,,,,,16520.98413,-0.013670111,0.017739354
,,,,,16521.47835,-0.018921268,0.018637961
,,,,,16521.98397,-0.014546067,0.018634355
,,,,,16522.48225,-0.018916644,0.020602094
,,,,,16522.97709,-0.012099933,0.016841553
,,,,,16523.48747,-0.016818336,0.020783182
,,,,,16523.9788,-0.015767715,0.0150541
,,,,,16524.48281,-0.019969549,0.018990164
,,,,,16524.97823,-0.015947049,0.013624003
,,,,,16525.47753,-0.017690553,0.019351669
,,,,,16525.97771,-0.015945628,0.015951752
,,,,,16526.47874,-0.017515511,0.020603525
,,,,,16526.98308,-0.012970825,0.015414234
,,,,,16527.47744,-0.016471814,0.01952856
,,,,,16527.97984,-0.013668611,0.015412085
,,,,,16528.48813,-0.017167486,0.01774211
,,,,,16528.97852,-0.013322899,0.014875771
,,,,,16529.48881,-0.016471814,0.018635699
,,,,,16529.97905,-0.013147414,0.012908289
,,,,,16530.48238,-0.01716784,0.016846331
,,,,,16530.97752,-0.011747141,0.013803134
,,,,,16531.48284,-0.016821479,0.017740483
,,,,,16531.98621,-0.013496143,0.012550247
,,,,,16532.48955,-0.014723261,0.016847546
,,,,,16532.97763,-0.011749158,0.012193872
,,,,,16533.47894,-0.01734497,0.013445789
,,,,,16533.97736,-0.01401895,0.01058171
,,,,,16534.48774,-0.016291967,0.013445603
,,,,,16534.97705,-0.011750817,0.008432261
,,,,,16535.48237,-0.016116858,0.011835098
,,,,,16535.9838,-0.012450569,0.007180182
,,,,,16536.4832,-0.016115176,0.01058148
,,,,,16536.98859,-0.011749317,0.006642895
,,,,,16537.47792,-0.015598436,0.008611815
,,,,,16537.98229,-0.01297437,0.004854269
,,,,,16538.48759,-0.014723645,0.010760486
,,,,,16538.9831,-0.015942103,0.005034278
,,,,,16539.47747,-0.012446707,0.006643416
,,,,,16539.98357,-0.012446315,0.004317962
,,,,,16540.48399,-0.011225168,0.008075351
,,,,,16540.97731,-0.012974511,0.004138635
,,,,,16541.48453,-0.010002511,0.00503332
,,,,,16541.98289,-0.016292887,0.002707448
,,,,,16542.48743,-0.013320395,0.006465506
,,,,,16542.97782,-0.015593768,0.002170788
,,,,,16543.47698,-0.016995097,0.002885767
,,,,,16543.98744,-0.0155931,0.001096721
,,,,,16544.48986,-0.013846338,0.002170586
,,,,,16544.97689,-0.014547341,0.001990961
,,,,,16545.48659,-0.014545104,0.002349589
,,,,,16545.98462,-0.017865349,0.001633577
,,,,,16546.48195,-0.01034791,0.00610771
,,,,,16546.99907,-0.016468031,0.002528784
,,,,,16547.47823,-0.014722,0.004317159
,,,,,16547.98445,-0.015071951,0.003601303
,,,,,16548.48348,-0.011922346,0.00700241
,,,,,16548.9879,-0.015246165,0.004497014
,,,,,16549.48808,-0.012449982,0.00557029
,,,,,16549.98141,-0.01419859,0.003601488
,,,,,16550.50782,-0.011050293,0.007895979
,,,,,16550.984,-0.016644764,0.005034419
,,,,,16551.47725,-0.013323864,0.005927756
,,,,,16551.98828,-0.01594654,0.007001378
,,,,,16552.4823,-0.009827806,0.009508759
,,,,,16552.98234,-0.014368157,0.006107363
,,,,,16553.48238,-0.014019119,0.008254672
,,,,,16553.98341,-0.013673203,0.007361176
,,,,,16554.48344,-0.00964881,0.012371578
,,,,,16555.05746,-0.016115791,0.006466253
,,,,,16555.55349,-0.011575717,0.006644779
,,,,,16556.05951,-0.015241667,0.012552136
,,,,,16556.55354,-0.01314463,0.010224855
,,,,,16557.05457,-0.014373897,0.012906859
,,,,,16557.55362,-0.014549475,0.007001586
,,,,,16558.05062,-0.014892364,0.013624457
,,,,,16558.55265,-0.014543287,0.007003204
,,,,,16559.0517,-0.015766757,0.010045111
,,,,,16559.55071,-0.01472396,0.007359829
,,,,,16560.05074,-0.018563775,0.014700178
,,,,,16560.55098,-0.012974647,0.009149092
,,,,,16561.05223,-0.017517522,0.011656983
,,,,,16561.55133,-0.014893999,0.009150984
,,,,,16562.06462,-0.020138208,0.008255897
,,,,,16562.55601,-0.018738337,0.007002391
,,,,,16563.05406,-0.019442128,0.010938258
,,,,,16563.55133,-0.016646979,0.005034011
,,,,,16564.04974,-0.020319594,0.00753976
,,,,,16564.55011,-0.019087271,0.004676328
,,,,,16565.05531,-0.018738775,0.010400716
,,,,,16565.55654,-0.017166042,0.003960187
,,,,,16566.04965,-0.020312121,0.009509298
,,,,,16566.5507,-0.017166443,0.006287106
,,,,,16567.05074,-0.021882733,0.009151042
,,,,,16567.5498,-0.019436392,0.003780988
,,,,,16568.04987,-0.019962305,0.008613335
,,,,,16568.56003,-0.019444209,0.004497222
,,,,,16569.05209,-0.019268403,0.008969951
,,,,,16569.54913,-0.022582437,0.002528801
,,,,,16570.04828,-0.021707388,0.008077312
,,,,,16570.55253,-0.022241812,0.004317569
,,,,,16571.04874,-0.018570474,0.008255074
,,,,,16571.5611,-0.022764716,0.002349523
,,,,,16572.05029,-0.018744355,0.007895807
,,,,,16572.55255,-0.024158637,0.004676397
,,,,,16573.05576,-0.019441167,0.008614573
,,,,,16573.55179,-0.025556946,0.001454572
,,,,,16574.04898,-0.02294069,0.009687214
,,,,,16574.5492,-0.022589752,0.005211163
,,,,,16575.05038,-0.020142575,0.009328948
,,,,,16575.55868,-0.024857996,0.002528069
,,,,,16576.06079,-0.019263618,0.008614733
,,,,,16576.56103,-0.02171284,0.00718022
,,,,,16577.04923,-0.019441167,0.010044137
,,,,,16577.55047,-0.024329701,0.005749557
,,,,,16578.05047,-0.018386731,0.010046442
,,,,,16578.55158,-0.022589286,0.006822387
,,,,,16579.04984,-0.01943842,0.011298182
,,,,,16579.55296,-0.023456837,0.005033467
,,,,,16580.04901,-0.019260101,0.011298853
,,,,,16580.55114,-0.02311554,0.008612231
,,,,,16581.05134,-0.020136052,0.012552375
,,,,,16581.55155,-0.023989852,0.006107603
,,,,,16582.0506,-0.017870989,0.010401235
,,,,,16582.55174,-0.022065808,0.009329853
,,,,,16583.0539,-0.017868048,0.011119539
,,,,,16583.55007,-0.022586279,0.005749978
,,,,,16584.05138,-0.015767991,0.012906906
,,,,,16584.54958,-0.02014252,0.008253354
,,,,,16585.05761,-0.017516056,0.010941407
,,,,,16585.56564,-0.021189871,0.005034155
,,,,,16586.04872,-0.016294376,0.012372182
,,,,,16586.58175,-0.019263618,0.010582518
,,,,,16587.04885,-0.014718041,0.012548416
,,,,,16587.5519,-0.019791229,0.005571276
,,,,,16588.04813,-0.012794911,0.013804582
,,,,,16588.56518,-0.018917828,0.009867508
,,,,,16589.05721,-0.014024101,0.015235119
,,,,,16589.55426,-0.017164158,0.009509696
,,,,,16590.05329,-0.012098317,0.014156979
,,,,,16590.55241,-0.016472121,0.010043524
,,,,,16591.05344,-0.011748023,0.018278533
,,,,,16591.54847,-0.016471172,0.011475483
,,,,,16592.05271,-0.011751215,0.015053293
,,,,,16592.55288,-0.016466358,0.013447777
,,,,,16593.0489,-0.010875005,0.016489075
,,,,,16593.55594,-0.013324595,0.013624624
,,,,,16594.05397,-0.010352044,0.017736823
,,,,,16594.55299,-0.01507168,0.01290588
,,,,,16595.06502,-0.011750538,0.01773783
,,,,,16595.55109,-0.013324009,0.01416062
,,,,,16596.06512,-0.008950587,0.018098577
,,,,,16596.56715,-0.015417616,0.013980052
,,,,,16597.05718,-0.011050263,0.018633682
,,,,,16597.55421,-0.014198258,0.016311503
,,,,,16598.06124,-0.012097154,0.018278678
,,,,,16598.78328,-0.010872246,0.020246404
,,,,,16599.37932,-0.013847001,0.016664194
,,,,,16599.87534,-0.01297292,0.019711209
,,,,,16600.52038,-0.016816437,0.016488672
,,,,,16601.06541,-0.012095859,0.022752653
,,,,,16601.56644,-0.016116255,0.022039137
,,,,,16602.06351,-0.012446019,0.017741695
,,,,,16602.56354,-0.017514229,0.021678804
,,,,,16603.06062,-0.013496395,0.017383084
,,,,,16603.56063,-0.013149087,0.020607162
,,,,,16604.06374,-0.013673746,0.01863717
,,,,,16604.56086,-0.01559188,0.023108325
,,,,,16605.06189,-0.01524286,0.018637446
,,,,,16605.55908,-0.016820614,0.02150211
,,,,,16606.06025,-0.016296413,0.020784581
,,,,,16606.56151,-0.012271054,0.0225746
,,,,,16607.06075,-0.010523305,0.017564588
,,,,,16607.55982,-0.012974577,0.020063616
,,,,,16608.05894,-0.017164204,0.015771019
,,,,,16608.56021,-0.009299373,0.018458313
,,,,,16609.06352,-0.015944635,0.013979956
,,,,,16609.56254,-0.016290711,0.019173003
,,,,,16610.06064,-0.01576812,0.014163488
,,,,,16610.55969,-0.011919139,0.016311252
,,,,,16611.05887,-0.014543168,0.011477083
,,,,,16611.56002,-0.013145315,0.013624717
,,,,,16612.06526,-0.011224023,0.010045687
,,,,,16612.55938,-0.012099777,0.013266323
,,,,,16613.06152,-0.0140211,0.005927866
,,,,,16613.56184,-0.01209908,0.012193833
,,,,,16614.06004,-0.015068208,0.005750465
,,,,,16614.56025,-0.012095826,0.009151183
,,,,,16615.0603,-0.016818722,0.005034291
,,,,,16615.56052,-0.012271475,0.007002454
,,,,,16616.05872,-0.015421361,0.003960703
,,,,,16616.55989,-0.01262118,0.006465345
,,,,,16617.06049,-0.013670313,0.003423258
,,,,,16617.55956,-0.014724343,0.004317102
,,,,,16618.06463,-0.0173437,0.00038081
,,,,,16618.55991,-0.01331664,0.00431802
,,,,,16619.06007,-0.017869028,-0.000156101
,,,,,16619.56018,-0.014197656,0.004317745
,,,,,16620.06022,-0.017691882,-0.0015881
,,,,,16620.56041,-0.013323516,0.00181223
,,,,,16621.06252,-0.017690036,-0.00140906
,,,,,16621.56157,-0.011746248,0.000559812
,,,,,16622.06176,-0.016994388,-0.002661317
,,,,,16622.55994,-0.015242296,0.001633647
,,,,,16623.05905,-0.01821548,-0.001766979
,,,,,16623.58411,-0.016820431,0.000738563
,,,,,16624.05997,-0.01961368,-0.002124946
,,,,,16624.56011,-0.016998026,0.00091744
,,,,,16625.05926,-0.020141218,-0.001230121
,,,,,16625.55937,-0.016293597,0.001812368
,,,,,16626.06148,-0.021186382,-0.000872147
,,,,,16626.56057,-0.01752132,0.003422695
,,,,,16627.06177,-0.01838822,0.000917691
,,,,,16627.56085,-0.019613169,0.002170822
,,,,,16628.06001,-0.021360127,-0.002125087
,,,,,16628.5602,-0.018570908,0.002885961
,,,,,16629.05938,-0.022584327,-0.00087214
,,,,,16629.56145,-0.020668726,0.002348878
,,,,,16630.06052,-0.023461567,-0.001229953
,,,,,16630.55974,-0.020138788,0.002707569
,,,,,16631.06093,-0.025904458,-0.001230049
,,,,,16631.56096,-0.018039015,0.002349763
,,,,,16632.06125,-0.02485728,0.000738821
,,,,,16632.55939,-0.021357898,0.002528607
,,,,,16633.0605,-0.022582437,-0.000335119
,,,,,16633.55962,-0.019441969,0.004139747
,,,,,16634.05985,-0.022759905,-0.000693058
,,,,,16634.56094,-0.018569788,0.001991364
,,,,,16635.05915,-0.020840924,2.28419E-05
,,,,,16635.56131,-0.019445783,0.003601702
,,,,,16636.06044,-0.021708132,0.00324454
,,,,,16636.5596,-0.018567952,0.004855311
,,,,,16637.06183,-0.023117222,0.000201812
,,,,,16637.56189,-0.019618551,0.002527804
,,,,,16638.06002,-0.023289909,0.001275716
,,,,,16638.56221,-0.02031859,0.005391603
,,,,,16639.0603,-0.023813436,0.000559793
,,,,,16639.56033,-0.01838711,0.004139679
,,,,,16640.06034,-0.020836292,0.000738763
,,,,,16640.56043,-0.019962772,0.004138654
,,,,,16641.06058,-0.022932128,2.28437E-05
,,,,,16641.56078,-0.022764468,0.004676539
,,,,,16642.06087,-0.019966471,0.003065808
,,,,,16642.56096,-0.01821253,0.005213003
,,,,,16643.05916,-0.018039338,0.002170658
,,,,,16643.56026,-0.020660417,0.006108403
,,,,,16644.06036,-0.017870989,0.001991084
,,,,,16644.56056,-0.02206166,0.005928988
,,,,,16645.06081,-0.019789218,0.005570674
,,,,,16645.562,-0.021364701,0.006644149
,,,,,16646.06122,-0.015768317,0.007003345
,,,,,16646.56028,-0.0194429,0.004855527
,,,,,16647.05939,-0.01471796,0.008076626
,,,,,16647.55941,-0.018220033,0.006106693
,,,,,16648.06244,-0.013843088,0.007003657
,,,,,16648.56147,-0.017867853,0.005570092
,,,,,16649.06064,-0.014544346,0.009329363
,,,,,16649.55978,-0.015770588,0.006822365
,,,,,16650.06094,-0.015767752,0.010044952
,,,,,16650.55907,-0.015596007,0.012373501
,,,,,16651.06024,-0.014193622,0.009687486
,,,,,16651.56029,-0.015068331,0.00575034
,,,,,16652.05942,-0.012272015,0.009509066
,,,,,16652.55954,-0.014196623,0.006465019
,,,,,16653.06067,-0.012448974,0.007717691
,,,,,16653.5617,-0.015597786,0.005569552
,,,,,16654.06088,-0.013498638,0.008612021
,,,,,16654.559,-0.017165855,0.005928454
,,,,,16655.06306,-0.011747168,0.008792006
,,,,,16655.56026,-0.016994527,0.005034726
,,,,,16656.05836,-0.01332293,0.007717666
,,,,,16656.55943,-0.01996173,0.003781142
,,,,,16657.06164,-0.01401854,0.006824626
,,,,,16657.55971,-0.017870523,0.002886273
,,,,,16658.05981,-0.014724767,0.006823327
,,,,,16658.56096,-0.018221181,0.001633376
,,,,,16659.05909,-0.013672713,0.007360824
,,,,,16659.55822,-0.019264518,0.002349687
,,,,,16660.06036,-0.014545942,0.004497551
,,,,,16660.56048,-0.020139313,0.000380729
,,,,,16661.06062,-0.015069633,0.003960231
,,,,,16661.55975,-0.019094345,0.000559718
,,,,,16662.06092,-0.018219281,0.00217008
,,,,,16662.56104,-0.021013944,-0.000513951
,,,,,16663.06013,-0.017864174,0.004676487
,,,,,16663.55927,-0.020312375,-0.000693104
,,,,,16664.05942,-0.018396045,0.003243965
,,,,,16664.55946,-0.019093349,0.003423185
,,,,,16665.05958,-0.018390898,0.005034086
,,,,,16665.56084,-0.021882733,0.000559788
,,,,,16666.06209,-0.017871921,0.005212445
,,,,,16666.5603,-0.023462307,0.000201807
,,,,,16667.05952,-0.019094553,0.004854057
,,,,,16667.56061,-0.022936378,-0.001050884
,,,,,16668.0588,-0.019620651,0.005571247
,,,,,16668.55996,-0.021711293,0.002528552
,,,,,16669.0641,-0.017689017,0.007898617
,,,,,16669.56127,-0.020317949,0.005211544
,,,,,16670.06047,-0.016999402,0.007002154
,,,,,16670.56864,-0.01978968,0.004318521
,,,,,16671.05979,-0.016121099,0.006466257
,,,,,16671.55987,-0.017868659,0.005034393
,,,,,16672.06097,-0.01332251,0.009330363
,,,,,16672.56016,-0.018040152,0.005392223
,,,,,16673.06025,-0.011573208,0.009865567
,,,,,16673.5594,-0.016468416,0.006285067
,,,,,16674.06056,-0.012446309,0.009508164
,,,,,16674.55976,-0.017165949,0.007361152
,,,,,16675.0609,-0.011053145,0.011116356
,,,,,16675.55811,-0.016295138,0.006644934
,,,,,16676.05961,-0.011048126,0.011297057
,,,,,16676.5607,-0.013843638,0.007539328
,,,,,16677.06075,-0.013319658,0.008613833
,,,,,16677.55988,-0.010352016,0.007179732
,,,,,16678.05903,-0.007900832,0.012193464
,,,,,16678.56213,-0.009648757,0.009330293
,,,,,16679.05933,-0.012623951,0.010404247
,,,,,16679.55956,-0.009301197,0.005929363
,,,,,16680.06068,-0.015072778,0.009326346
,,,,,16680.55971,-0.011047868,0.006823067
,,,,,16681.05983,-0.010526107,0.009147806
,,,,,16681.56286,-0.008599934,0.004855295
,,,,,16682.06098,-0.010697487,0.007718357
,,,,,16682.56002,-0.007203679,0.005571253
,,,,,16683.06013,-0.006327946,0.008076507
,,,,,16683.56136,-0.008076993,0.00234958
,,,,,16684.0596,-0.01052319,0.007182413
,,,,,16684.55981,-0.006505354,0.004495252
,,,,,16685.05993,-0.008778502,0.008612208
,,,,,16685.55914,-0.009999844,0.002706927
,,,,,16686.06043,-0.009827496,0.007357898
,,,,,16686.5636,-0.006677248,0.001991776
,,,,,16687.06073,-0.009824085,0.008077372
,,,,,16687.56188,-0.008076295,0.002170773
,,,,,16688.06391,-0.01070251,0.006284204
,,,,,16688.55996,-0.007901721,0.00234887
,,,,,16689.06101,-0.01052231,0.006824268
,,,,,16689.56008,-0.007730563,0.001990739
,,,,,16690.0672,-0.011572573,0.007180197
