,upstrm [Ambient],,,dwnstrm [Ambient],Time Elapsed,AI 2: Upstream CO2 (%),AI 10: Downstream CO2 (%)
04/04/17 14:22:00.00,3026,,04/04/17 14:22:16.16,2035,13171.21124,0.544652976,0.068706017
04/04/17 14:22:05.05,3031,,04/04/17 14:22:21.21,2043,13171.71038,0.539613113,0.071938782
04/04/17 14:22:10.10,2984,,04/04/17 14:22:26.26,2047,13172.21366,0.539070795,0.06532987
04/04/17 14:22:15.15,3026,,04/04/17 14:22:31.31,2068,13172.71901,0.542945368,0.070855825
04/04/17 14:22:20.20,3021,,04/04/17 14:22:36.36,2089,13173.21033,0.540280356,0.066754034
04/04/17 14:22:25.25,3052,,04/04/17 14:22:41.41,2060,13173.7196,0.537714656,0.070115672
04/04/17 14:22:30.30,3073,,04/04/17 14:22:46.46,2052,13174.21177,0.537991564,0.063009014
04/04/17 14:22:35.35,3067,,04/04/17 14:22:51.51,2073,13174.7108,0.543049438,0.068391766
04/04/17 14:22:40.40,3062,,04/04/17 14:22:56.56,2089,13175.21815,0.540175564,0.063339807
04/04/17 14:22:45.45,3041,,04/04/17 14:23:01.01,2061,13175.71452,0.540656449,0.069233237
04/04/17 14:22:50.50,3031,,04/04/17 14:23:06.06,2069,13176.21279,0.540789014,0.061393915
04/04/17 14:22:55.55,3021,,04/04/17 14:23:11.11,2032,13176.7149,0.542613352,0.067116755
04/04/17 14:23:00.00,3026,,04/04/17 14:23:16.16,2024,13177.21611,0.541329165,0.06351058
04/04/17 14:23:05.05,3052,,04/04/17 14:23:21.21,2015,13177.72041,0.542027128,0.065653788
04/04/17 14:23:10.10,3047,,04/04/17 14:23:26.26,2032,13178.21253,0.538007917,0.059612697
04/04/17 14:23:15.15,3026,,04/04/17 14:23:26.26,2032,13178.7178,0.541133504,0.064616987
04/04/17 14:23:20.20,3041,,04/04/17 14:23:31.31,2090,13179.21181,0.539814723,0.060311539
04/04/17 14:23:25.25,3052,,04/04/17 14:23:36.36,2102,13179.71047,0.545568464,0.066380804
04/04/17 14:23:30.30,3031,,04/04/17 14:23:41.41,2069,13180.21562,0.540577752,0.058708927
04/04/17 14:23:30.30,3031,,04/04/17 14:23:46.46,2090,13180.71488,0.544665639,0.063899534
04/04/17 14:23:35.35,3047,,04/04/17 14:23:51.51,2081,13181.2219,0.541787522,0.061573003
04/04/17 14:23:40.40,3047,,04/04/17 14:23:56.56,2081,13181.71101,0.547320173,0.064063748
04/04/17 14:23:45.45,3052,,04/04/17 14:24:01.01,2081,13182.21026,0.538196758,0.057287006
04/04/17 14:23:50.50,3047,,04/04/17 14:24:06.06,2094,13182.71959,0.545033919,0.064596359
04/04/17 14:23:55.55,3067,,04/04/17 14:24:11.11,2086,13183.21083,0.541228887,0.06032686
04/04/17 14:24:00.00,3078,,04/04/17 14:24:16.16,2069,13183.71016,0.545582365,0.06605397
04/04/17 14:24:05.05,3073,,04/04/17 14:24:21.21,2044,13184.21049,0.53820976,0.058504059
04/04/17 14:24:10.10,3067,,04/04/17 14:24:26.26,2081,13184.71677,0.544842042,0.065120512
04/04/17 14:24:15.15,3052,,04/04/17 14:24:31.31,2094,13185.21389,0.538992075,0.059755792
04/04/17 14:24:20.20,3031,,04/04/17 14:24:36.36,2086,13185.72322,0.54233737,0.064078121
04/04/17 14:24:25.25,3052,,04/04/17 14:24:41.41,2102,13186.21163,0.538518279,0.059608369
04/04/17 14:24:30.30,3067,,04/04/17 14:24:46.46,2098,13186.70986,0.541574622,0.064232887
04/04/17 14:24:35.35,3062,,04/04/17 14:24:51.51,2110,13187.22389,0.538023414,0.060496661
04/04/17 14:24:40.40,3078,,04/04/17 14:24:56.56,2106,13187.71526,0.542419273,0.065828184
04/04/17 14:24:45.45,3073,,04/04/17 14:25:01.01,2077,13188.21139,0.536575892,0.062982918
04/04/17 14:24:50.50,3098,,04/04/17 14:25:06.06,2102,13188.71865,0.539374646,0.065476035
04/04/17 14:24:55.55,3093,,04/04/17 14:25:11.11,2127,13189.21987,0.536987141,0.061185353
04/04/17 14:25:00.00,3078,,04/04/17 14:25:16.16,2127,13189.71514,0.538253323,0.064056477
04/04/17 14:25:05.05,3088,,04/04/17 14:25:21.21,2102,13190.22143,0.536462534,0.06406147
04/04/17 14:25:10.10,3104,,04/04/17 14:25:26.26,2102,13190.70954,0.537058599,0.066764161
04/04/17 14:25:15.15,3114,,04/04/17 14:25:31.31,2119,13191.21276,0.534149773,0.064067178
04/04/17 14:25:20.20,3088,,04/04/17 14:25:36.36,2135,13191.70995,0.538579854,0.06246491
04/04/17 14:25:25.25,3078,,04/04/17 14:25:41.41,2094,13192.21098,0.536128233,0.067627173
04/04/17 14:25:30.30,3093,,04/04/17 14:25:46.46,2090,13192.71133,0.536868302,0.061906548
04/04/17 14:25:35.35,3078,,04/04/17 14:25:51.51,2086,13193.22136,0.53618395,0.06137197
04/04/17 14:25:40.40,3052,,04/04/17 14:25:56.56,2086,13193.7146,0.536635943,0.060478663
04/04/17 14:25:45.45,3063,,04/04/17 14:26:01.01,2098,13194.21073,0.533836594,0.064585532
04/04/17 14:25:50.50,3037,,04/04/17 14:26:06.06,2123,13194.71188,0.53698568,0.064411916
04/04/17 14:25:55.55,3084,,04/04/17 14:26:11.11,2086,13195.21612,0.533938939,0.064760871
04/04/17 14:26:00.00,3126,,04/04/17 14:26:16.16,2114,13195.71321,0.540412591,0.064614726
04/04/17 14:26:05.05,3110,,04/04/17 14:26:21.21,2114,13196.21243,0.532079473,0.0646126
04/04/17 14:26:10.10,3126,,04/04/17 14:26:26.26,2135,13196.70923,0.536649935,0.061209538
04/04/17 14:26:15.15,3126,,04/04/17 14:26:31.31,2119,13197.21657,0.536182687,0.065319479
04/04/17 14:26:20.20,3115,,04/04/17 14:26:36.36,2110,13197.71606,0.536914215,0.061370959
04/04/17 14:26:25.25,3089,,04/04/17 14:26:41.41,2114,13198.21022,0.534162834,0.062462063
04/04/17 14:26:30.30,3084,,04/04/17 14:26:46.46,2135,13198.72355,0.535442696,0.061378647
04/04/17 14:26:35.35,3068,,04/04/17 14:26:51.51,2119,13199.21062,0.53455582,0.065837789
04/04/17 14:26:40.40,3068,,04/04/17 14:26:56.56,2119,13199.72194,0.539190137,0.062797756
04/04/17 14:26:45.45,3074,,04/04/17 14:27:01.01,2114,13200.22121,0.532818067,0.065487743
04/04/17 14:26:50.50,3089,,04/04/17 14:27:06.06,2114,13200.71047,0.538433119,0.064799766
04/04/17 14:26:55.55,3084,,04/04/17 14:27:11.11,2102,13201.22186,0.537582632,0.066549567
04/04/17 14:27:00.00,3068,,04/04/17 14:27:16.16,2110,13201.7179,0.539584081,0.063010515
04/04/17 14:27:05.05,3058,,04/04/17 14:27:21.21,2135,13202.22109,0.533683486,0.067126759
04/04/17 14:27:10.10,3053,,04/04/17 14:27:26.26,2131,13202.71924,0.537240198,0.062977305
04/04/17 14:27:15.15,3089,,04/04/17 14:27:31.31,2144,13203.22155,0.534540429,0.067094833
04/04/17 14:27:20.20,3063,,04/04/17 14:27:36.36,2139,13203.71193,0.537262443,0.064588134
04/04/17 14:27:25.25,3063,,04/04/17 14:27:41.41,2114,13204.21623,0.5357616,0.069059822
04/04/17 14:27:30.30,3105,,04/04/17 14:27:41.41,2114,13204.70969,0.540515647,0.066918848
04/04/17 14:27:35.35,3115,,04/04/17 14:27:46.46,2074,13205.2217,0.537496271,0.069059782
04/04/17 14:27:40.40,3105,,04/04/17 14:27:51.51,2091,13205.71006,0.540484347,0.065871112
04/04/17 14:27:45.45,3094,,04/04/17 14:27:56.56,2070,13206.22033,0.537223337,0.071203893
04/04/17 14:27:45.45,3094,,04/04/17 14:28:01.01,2095,13206.7098,0.54053105,0.067663014
04/04/17 14:27:50.50,3099,,04/04/17 14:28:06.06,2082,13207.21715,0.537553604,0.070877849
04/04/17 14:27:55.55,3094,,04/04/17 14:28:11.11,2107,13207.71251,0.542306134,0.067099352
04/04/17 14:28:00.00,3094,,04/04/17 14:28:16.16,2120,13208.21078,0.538418086,0.07104159
04/04/17 14:28:05.05,3105,,04/04/17 14:28:21.21,2136,13208.70918,0.541201053,0.0674611
04/04/17 14:28:10.10,3089,,04/04/17 14:28:26.26,2158,13209.23234,0.538906303,0.071558135
04/04/17 14:28:15.15,3079,,04/04/17 14:28:31.31,2162,13209.71654,0.541391068,0.067838865
04/04/17 14:28:20.20,3094,,04/04/17 14:28:36.36,2145,13210.20961,0.53902788,0.068912469
04/04/17 14:28:25.25,3089,,04/04/17 14:28:41.41,2140,13210.70908,0.545147883,0.068727373
04/04/17 14:28:30.30,3131,,04/04/17 14:28:46.46,2124,13211.21734,0.543180315,0.07088687
04/04/17 14:28:35.35,3084,,04/04/17 14:28:51.51,2120,13211.71044,0.544036346,0.0676332
04/04/17 14:28:40.40,3094,,04/04/17 14:28:56.56,2128,13212.21282,0.544358614,0.071578066
04/04/17 14:28:45.45,3089,,04/04/17 14:29:01.01,2107,13212.71294,0.540631433,0.068551619
04/04/17 14:28:50.50,3105,,04/04/17 14:29:06.06,2103,13213.21011,0.543840069,0.07356694
04/04/17 14:28:55.55,3105,,04/04/17 14:29:11.11,2107,13213.72028,0.542901423,0.068521955
04/04/17 14:29:00.00,3110,,04/04/17 14:29:16.16,2115,13214.21249,0.542961001,0.072987875
04/04/17 14:29:05.05,3137,,04/04/17 14:29:21.21,2095,13214.7137,0.543493891,0.069593903
04/04/17 14:29:10.10,3110,,04/04/17 14:29:26.26,2107,13215.21193,0.54613431,0.073749869
04/04/17 14:29:15.15,3110,,04/04/17 14:29:31.31,2136,13215.70924,0.543483507,0.069604464
04/04/17 14:29:20.20,3079,,04/04/17 14:29:36.36,2128,13216.21051,0.546983914,0.072300101
04/04/17 14:29:25.25,3110,,04/04/17 14:29:41.41,2136,13216.70974,0.545332741,0.070308542
04/04/17 14:29:30.30,3094,,04/04/17 14:29:46.46,2124,13217.21183,0.546921691,0.072634903
04/04/17 14:29:35.35,3084,,04/04/17 14:29:51.51,2124,13217.72014,0.540908916,0.069093089
04/04/17 14:29:40.40,3137,,04/04/17 14:29:56.56,2120,13218.21227,0.549507561,0.073541077
04/04/17 14:29:45.45,3153,,04/04/17 14:30:01.01,2111,13218.70949,0.545378091,0.070337822
04/04/17 14:29:50.50,3131,,04/04/17 14:30:06.06,2099,13219.21174,0.54714346,0.074271038
04/04/17 14:29:55.55,3105,,04/04/17 14:30:11.11,2136,13219.7161,0.54341183,0.069417159
04/04/17 14:30:00.00,3120,,04/04/17 14:30:16.16,2132,13220.21132,0.546811295,0.073176222
04/04/17 14:30:05.05,3115,,04/04/17 14:30:21.21,2145,13220.71466,0.544855138,0.072662994
04/04/17 14:30:10.10,3068,,04/04/17 14:30:26.26,2158,13221.21201,0.546982908,0.073894007
04/04/17 14:30:15.15,3084,,04/04/17 14:30:31.31,2162,13221.72225,0.543861516,0.070845449
04/04/17 14:30:20.20,3099,,04/04/17 14:30:36.36,2154,13222.21249,0.546544957,0.075315335
04/04/17 14:30:25.25,3110,,04/04/17 14:30:41.41,2104,13222.72984,0.543282427,0.070863117
04/04/17 14:30:30.30,3120,,04/04/17 14:30:46.46,2116,13223.2099,0.54742021,0.076965319
04/04/17 14:30:35.35,3153,,04/04/17 14:30:51.51,2125,13223.71218,0.543616512,0.07283071
04/04/17 14:30:40.40,3164,,04/04/17 14:30:56.56,2112,13224.21621,0.545601048,0.07749757
04/04/17 14:30:45.45,3164,,04/04/17 14:31:01.01,2125,13224.71047,0.541021899,0.073563546
04/04/17 14:30:50.50,3115,,04/04/17 14:31:06.06,2116,13225.21276,0.546376054,0.078888997
04/04/17 14:30:55.55,3110,,04/04/17 14:31:11.11,2108,13225.71014,0.539496154,0.075710319
04/04/17 14:31:00.00,3115,,04/04/17 14:31:16.16,2146,13226.21248,0.54236713,0.077642633
04/04/17 14:31:05.05,3131,,04/04/17 14:31:21.21,2172,13226.71375,0.540309535,0.075157861
04/04/17 14:31:10.10,3131,,04/04/17 14:31:26.26,2133,13227.21086,0.540362579,0.078915657
04/04/17 14:31:15.15,3147,,04/04/17 14:31:31.31,2146,13227.73419,0.534714553,0.074638954
04/04/17 14:31:20.20,3126,,04/04/17 14:31:36.36,2133,13228.21222,0.540660631,0.081442909
04/04/17 14:31:25.25,3084,,04/04/17 14:31:41.41,2112,13228.71654,0.538970191,0.077643661
04/04/17 14:31:30.30,3084,,04/04/17 14:31:46.46,2133,13229.22272,0.538558507,0.082674961
04/04/17 14:31:35.35,3131,,04/04/17 14:31:51.51,2133,13229.71306,0.536917136,0.079290438
04/04/17 14:31:40.40,3153,,04/04/17 14:31:56.56,2108,13230.21035,0.538252907,0.081439151
04/04/17 14:31:45.45,3147,,04/04/17 14:32:51.51,1625,13230.71073,0.53698422,0.078893266
04/04/17 14:31:50.50,3180,,04/04/17 14:32:56.56,1537,13231.21699,0.537006488,0.080910235
04/04/17 14:31:55.55,3191,,04/04/17 14:33:01.01,1456,13231.71071,0.535139307,0.078753384
04/04/17 14:32:00.00,3174,,04/04/17 14:33:06.06,1327,13232.21774,0.537871121,0.082828113
04/04/17 14:32:55.55,1811,,04/04/17 14:33:11.11,1217,13232.73698,0.537874047,0.078187429
04/04/17 14:33:00.00,1668,,04/04/17 14:33:16.16,1151,13233.21221,0.535588613,0.078556619
04/04/17 14:33:05.05,1489,,04/04/17 14:33:21.21,1057,13233.72246,0.535664289,0.079264241
04/04/17 14:33:10.10,1370,,04/04/17 14:33:26.26,981,13234.22058,0.534820436,0.078922107
04/04/17 14:33:15.15,1236,,04/04/17 14:33:31.31,896,13234.71575,0.535964416,0.078904611
04/04/17 14:33:20.20,1146,,04/04/17 14:33:36.36,856,13235.21084,0.534827107,0.082299565
04/04/17 14:33:25.25,1026,,04/04/17 14:33:41.41,793,13235.71212,0.535239907,0.07747554
04/04/17 14:33:30.30,947,,04/04/17 14:33:46.46,747,13236.21142,0.535532331,0.077101918
04/04/17 14:33:35.35,886,,04/04/17 14:33:51.51,680,13236.70964,0.5353156,0.077322782
04/04/17 14:33:40.40,818,,04/04/17 14:33:56.56,642,13237.21802,0.539352861,0.076044701
04/04/17 14:33:45.45,753,,04/04/17 14:34:01.01,604,13237.7303,0.533532611,0.077298507
04/04/17 14:33:50.50,695,,04/04/17 14:34:06.06,561,13238.21137,0.538358514,0.075523618
04/04/17 14:33:55.55,654,,04/04/17 14:34:11.11,541,13238.71049,0.535045264,0.077819787
04/04/17 14:34:00.00,624,,04/04/17 14:34:16.16,502,13239.22052,0.538984247,0.075703575
04/04/17 14:34:05.05,584,,04/04/17 14:34:21.21,485,13239.71769,0.536281829,0.077462304
04/04/17 14:34:10.10,552,,04/04/17 14:34:26.26,464,13240.21894,0.542027128,0.07960176
04/04/17 14:34:15.15,528,,04/04/17 14:34:31.31,433,13240.72023,0.534742446,0.076746928
04/04/17 14:34:20.20,497,,04/04/17 14:34:36.36,425,13241.22058,0.54327209,0.073751235
04/04/17 14:34:25.25,491,,04/04/17 14:34:41.41,415,13241.71068,0.537500453,0.077323191
04/04/17 14:34:30.30,460,,04/04/17 14:34:46.46,397,13242.21485,0.541216245,0.074282108
04/04/17 14:34:35.35,446,,04/04/17 14:34:51.51,381,13242.72799,0.536683384,0.072145561
04/04/17 14:34:40.40,433,,04/04/17 14:34:56.56,357,13243.21006,0.540147816,0.073911608
04/04/17 14:34:45.45,421,,04/04/17 14:35:01.01,351,13243.71433,0.537186111,0.076238256
04/04/17 14:34:50.50,394,,04/04/17 14:35:06.06,336,13244.22141,0.539858428,0.073194622
04/04/17 14:34:55.55,407,,04/04/17 14:35:11.11,313,13244.71947,0.538207306,0.078025653
04/04/17 14:35:00.00,401,,04/04/17 14:35:16.16,319,13245.21252,0.539933213,0.074815668
04/04/17 14:35:05.05,384,,04/04/17 14:35:21.21,317,13245.71067,0.539821074,0.077123597
04/04/17 14:35:10.10,362,,04/04/17 14:35:26.26,315,13246.21797,0.54106817,0.073753034
04/04/17 14:35:15.15,368,,04/04/17 14:35:31.31,300,13246.71156,0.539443503,0.077827591
04/04/17 14:35:20.20,355,,04/04/17 14:35:36.36,287,13247.21159,0.541522045,0.075537517
04/04/17 14:35:25.25,352,,04/04/17 14:35:41.41,297,13247.71391,0.543118763,0.079250535
04/04/17 14:35:30.30,346,,04/04/17 14:35:46.46,291,13248.21116,0.539811725,0.075495863
04/04/17 14:35:35.35,342,,04/04/17 14:35:51.51,276,13248.72043,0.541027788,0.078933198
04/04/17 14:35:40.40,342,,04/04/17 14:35:56.56,271,13249.21273,0.543600858,0.074973522
04/04/17 14:35:45.45,330,,04/04/17 14:36:01.01,255,13249.71308,0.543263834,0.078561493
04/04/17 14:35:50.50,319,,04/04/17 14:36:06.06,255,13250.22209,0.541083753,0.076565404
04/04/17 14:35:55.55,313,,04/04/17 14:36:11.11,246,13250.71743,0.543502117,0.078201615
04/04/17 14:36:00.00,305,,04/04/17 14:37:26.26,207,13251.22255,0.543629207,0.07622297
04/04/17 14:36:05.05,296,,04/04/17 14:37:31.31,217,13251.71576,0.544647049,0.079973248
04/04/17 14:36:10.10,291,,04/04/17 14:37:36.36,210,13252.21098,0.541009261,0.075535674
04/04/17 14:36:15.15,284,,04/04/17 14:37:41.41,203,13252.71134,0.547092335,0.079295566
04/04/17 14:37:25.25,273,,04/04/17 14:37:46.46,198,13253.21465,0.54290733,0.075338393
04/04/17 14:37:30.30,252,,04/04/17 14:37:51.51,191,13253.71289,0.546011107,0.077471099
04/04/17 14:37:35.35,256,,04/04/17 14:37:56.56,189,13254.21805,0.544493794,0.075504434
04/04/17 14:37:40.40,261,,04/04/17 14:38:01.01,196,13254.70938,0.546930677,0.077471759
04/04/17 14:37:45.45,263,,04/04/17 14:38:06.06,201,13255.21766,0.54430144,0.074815625
04/04/17 14:37:50.50,247,,04/04/17 14:38:11.11,198,13255.71003,0.547488083,0.07817598
04/04/17 14:37:55.55,250,,04/04/17 14:38:16.16,184,13256.22205,0.544691135,0.07747554
04/04/17 14:38:00.00,250,,04/04/17 14:38:21.21,184,13256.71223,0.546381853,0.078036825
04/04/17 14:38:05.05,250,,04/04/17 14:38:26.26,184,13257.21135,0.547628042,0.07571092
04/04/17 14:38:10.10,254,,04/04/17 14:38:31.31,186,13257.72569,0.549063466,0.079630184
04/04/17 14:38:15.15,247,,04/04/17 14:38:36.36,186,13258.22238,0.545217499,0.077320896
04/04/17 14:38:20.20,239,,04/04/17 14:38:41.41,195,13258.70975,0.549543073,0.07800198
04/04/17 14:38:25.25,235,,04/04/17 14:38:46.46,179,13259.2091,0.546845535,0.075139564
04/04/17 14:38:30.30,232,,04/04/17 14:38:51.51,176,13259.7135,0.551496771,0.079974776
04/04/17 14:38:35.35,235,,04/04/17 14:38:56.56,177,13260.21586,0.547190737,0.077140491
04/04/17 14:38:40.40,225,,04/04/17 14:39:01.01,176,13260.71109,0.554591557,0.081216263
04/04/17 14:38:45.45,232,,04/04/17 14:39:06.06,191,13261.21146,0.548536831,0.075311701
04/04/17 14:38:50.50,227,,04/04/17 14:39:11.11,198,13261.71162,0.551759929,0.078716343
04/04/17 14:38:55.55,228,,04/04/17 14:39:11.11,208,13262.21091,0.548347533,0.075692492
04/04/17 14:39:00.00,232,,,,13262.72113,0.551466997,0.079462504
04/04/17 14:39:05.05,227,,,,13263.2144,0.548908939,0.076606636
04/04/17 14:39:06.06,228,,,,13263.72785,0.551176655,0.079291068
,,,,,13264.21109,0.54513046,0.075678159
,,,,,13264.72344,0.552009072,0.080169244
,,,,,13265.22271,0.549307435,0.07749518
,,,,,13265.71618,0.550335743,0.080180769
,,,,,13266.21054,0.55187943,0.080158189
,,,,,13266.7106,0.551758674,0.081968877
,,,,,13267.21691,0.549646368,0.079249906
,,,,,13267.70922,0.552384008,0.082826749
,,,,,13268.21246,0.55009783,0.079447459
,,,,,13268.71357,0.55386172,0.086261573
,,,,,13269.22193,0.550377302,0.082502318
,,,,,13269.70995,0.55289319,0.086583581
,,,,,13270.21437,0.54961134,0.082832328
,,,,,13270.7114,0.552201774,0.086619869
,,,,,13271.2176,0.550827497,0.08409818
,,,,,13271.7088,0.551862882,0.087670647
,,,,,13272.21508,0.551848493,0.085516776
,,,,,13272.71142,0.551979696,0.089119972
,,,,,13273.2111,0.549093116,0.085207445
,,,,,13273.714,0.553144472,0.089833896
,,,,,13274.21002,0.55158432,0.085907978
,,,,,13274.71258,0.553784976,0.090179511
,,,,,13275.21163,0.550785898,0.087322118
,,,,,13275.72601,0.553842731,0.089460614
,,,,,13276.21812,0.55254748,0.087300166
,,,,,13276.7093,0.552664702,0.09055591
,,,,,13277.21157,0.55181923,0.087507416
,,,,,13277.71694,0.553944917,0.090343009
,,,,,13278.21007,0.549474901,0.085200984
,,,,,13278.7171,0.553490739,0.091091892
,,,,,13279.21513,0.550725494,0.085885426
,,,,,13279.70957,0.553825965,0.089839231
,,,,,13280.21267,0.550853853,0.086231015
,,,,,13280.71402,0.554685649,0.089297125
,,,,,13281.22136,0.550131204,0.084657503
,,,,,13281.71367,0.5539126,0.087339115
,,,,,13282.21101,0.5533213,0.083910438
,,,,,13282.72418,0.553607818,0.086229139
,,,,,13283.2113,0.553720341,0.085556562
,,,,,13283.71965,0.549045284,0.085185081
,,,,,13284.21711,0.549732749,0.084794238
,,,,,13284.71139,0.548737152,0.087530572
,,,,,13285.21744,0.549949131,0.084081587
,,,,,13285.71182,0.547471986,0.082316459
,,,,,13286.21089,0.550355073,0.082656148
,,,,,13286.71112,0.546324874,0.07928615
,,,,,13287.21146,0.550627411,0.079966969
,,,,,13287.71767,0.546198711,0.080502441
,,,,,13288.21192,0.547971325,0.083732952
,,,,,13288.71297,0.543468987,0.08106004
,,,,,13289.21104,0.545255912,0.082491379
,,,,,13289.72249,0.543117764,0.079071064
,,,,,13290.21152,0.545466406,0.083384949
,,,,,13290.71072,0.541882477,0.079793754
,,,,,13291.21703,0.544637772,0.082314279
,,,,,13291.71021,0.54153079,0.080516835
,,,,,13292.21134,0.54354464,0.083920185
,,,,,13292.71864,0.539212213,0.082145359
,,,,,13293.22109,0.542348561,0.084644262
,,,,,13293.71012,0.540101754,0.083925663
,,,,,13294.21649,0.539109756,0.085333752
,,,,,13294.71093,0.538849106,0.084635552
,,,,,13295.21896,0.540935656,0.086603978
,,,,,13295.72345,0.53882877,0.08443839
,,,,,13296.21165,0.540859996,0.087488249
,,,,,13296.70973,0.533648282,0.085365851
,,,,,13297.21076,0.540256242,0.089303949
,,,,,13297.71512,0.540446945,0.086079593
,,,,,13298.22044,0.539079704,0.090159517
,,,,,13298.71372,0.536780371,0.090720105
,,,,,13299.21101,0.539627771,0.092529217
,,,,,13299.71204,0.537874047,0.088543449
,,,,,13300.21634,0.537988416,0.092326832
,,,,,13300.71141,0.533911563,0.087134439
,,,,,13301.21754,0.539712215,0.091960087
,,,,,13301.71298,0.535583818,0.089109623
,,,,,13302.21137,0.537785988,0.092661789
,,,,,13302.72948,0.531429028,0.087127698
,,,,,13303.21164,0.536362177,0.091956869
,,,,,13303.71591,0.535072182,0.088206099
,,,,,13304.21116,0.535423382,0.090869489
,,,,,13304.71036,0.532834289,0.089129142
,,,,,13305.22067,0.536808364,0.092690404
,,,,,13305.71281,0.53232561,0.087705992
,,,,,13306.21618,0.535918594,0.090729681
,,,,,13306.70944,0.530101484,0.085345749
,,,,,13307.22251,0.534060978,0.089848475
,,,,,13307.72077,0.532073061,0.085874719
,,,,,13308.21498,0.533121771,0.08802508
,,,,,13308.70932,0.52962451,0.085523038
,,,,,13309.21043,0.532455883,0.087338653
,,,,,13309.71575,0.532407456,0.085696591
,,,,,13310.21102,0.533111135,0.086445675
,,,,,13310.70937,0.529044737,0.082869111
,,,,,13311.21781,0.532784973,0.084482469
,,,,,13311.71686,0.530681477,0.081092241
,,,,,13312.21025,0.534867962,0.085529024
,,,,,13312.71559,0.528586658,0.077866316
,,,,,13313.2147,0.52899002,0.080905645
,,,,,13313.71883,0.531170576,0.079271349
,,,,,13314.2109,0.53226344,0.081065713
,,,,,13314.71124,0.530106654,0.075168865
,,,,,13315.2164,0.532098892,0.080338172
,,,,,13315.71073,0.529422037,0.076953894
,,,,,13316.21178,0.530428687,0.080160358
,,,,,13316.71092,0.526484652,0.074998654
,,,,,13317.21511,0.532904239,0.079998153
,,,,,13317.7242,0.52845032,0.075357133
,,,,,13318.22249,0.533027836,0.078574242
,,,,,13318.71379,0.5296107,0.07479484
,,,,,13319.21387,0.52958787,0.080180769
,,,,,13319.7131,0.52833733,0.076245899
,,,,,13320.21115,0.530055688,0.080503293
,,,,,13320.71742,0.525987666,0.075903415
,,,,,13321.21145,0.526811995,0.080860342
,,,,,13321.71063,0.530016158,0.077652725
,,,,,13322.21173,0.52850401,0.083757427
,,,,,13322.73702,0.528704863,0.077677935
,,,,,13323.22512,0.525670216,0.086401255
,,,,,13323.72248,0.529089244,0.082152242
,,,,,13324.21869,0.525313535,0.083745609
,,,,,13324.71805,0.524011437,0.080185955
,,,,,13325.21108,0.528422755,0.089285809
,,,,,13325.70943,0.529478835,0.084111385
,,,,,13326.21985,0.523343813,0.086599981
,,,,,13326.70904,0.524699802,0.082318903
,,,,,13327.21023,0.525278896,0.089800591
,,,,,13327.72054,0.525043174,0.085918408
,,,,,13328.2127,0.522615399,0.089643865
,,,,,13328.71195,0.522330139,0.084816234
,,,,,13329.21664,0.521132743,0.090706582
,,,,,13329.71087,0.523724403,0.090376991
,,,,,13330.21024,0.519821911,0.08908958
,,,,,13330.71764,0.521060536,0.087691065
